segment,E,N,U
map,-127.65714079141617,121.99502946762368,-2.587431311607361
map,-127.24863249063492,122.33900072006509,-2.5686720609664917
map,-126.8392544388771,122.67133714584634,-2.5536240339279175
map,-126.43001371622086,122.99189378647134,-2.541262984275818
map,-126.0204525589943,123.29880906967446,-2.52656352519989
map,-125.6118374466896,123.5944481077604,-2.5109580755233765
map,-125.20447355508804,123.8804359617643,-2.4965771436691284
map,-124.79650694131851,124.15566636947915,-2.484699845314026
map,-124.38741880655289,124.41911699203774,-2.4707762002944946
map,-123.9769726395607,124.67116166977212,-2.454245924949646
map,-123.5658627152443,124.91456987289712,-2.4393872022628784
map,-123.1550732254982,125.15102006820962,-2.424434781074524
map,-122.74087339639664,125.37674333481118,-2.410800576210022
map,-122.3216992020607,125.58723832992837,-2.39714252948761
map,-121.90132719278336,125.78969194320962,-2.3780092000961304
map,-121.47934538125992,125.98528673080727,-2.3583911657333374
map,-121.05441099405289,126.17065050033852,-2.3404396772384644
map,-120.62814146280289,126.34872819809243,-2.3231226205825806
map,-120.1984310746193,126.5137596311979,-2.310280203819275
map,-119.76516538858414,126.66450120834634,-2.2992852926254272
map,-119.3309536576271,126.808094042819,-2.2866095304489136
map,-118.89524656534195,126.9416160765104,-2.2716299295425415
map,-118.4571743607521,127.06302263168618,-2.254918932914734
map,-118.01787382364273,127.17510606674477,-2.2352017164230347
map,-117.57681089639664,127.27366258529946,-2.213133454322815
map,-117.13502317667007,127.36292650131509,-2.1901785135269165
map,-116.6925716996193,127.44453050522134,-2.168599009513855
map,-116.24790006875992,127.51149370102212,-2.151598811149597
map,-115.80176359415054,127.56868364242837,-2.137210726737976
map,-115.35403257608414,127.61589433578774,-2.1216596364974976
map,-114.9049740433693,127.65142442611977,-2.1045299768447876
map,-114.45519834756851,127.67844011215493,-2.0872057676315308
map,-114.00264555215836,127.69533159164712,-2.0687228441238403
map,-113.54745298624039,127.70281602768227,-2.050505757331848
map,-113.08884245157242,127.70240404037759,-2.0359572172164917
map,-112.62692838907242,127.69177629379556,-2.025049090385437
map,-112.16208463907242,127.67145921615884,-2.0132840871810913
map,-111.69421201944351,127.64109422592446,-1.9981592893600464
map,-111.22299772500992,127.60322954086587,-1.9823812246322632
map,-110.74781614542007,127.55703355697915,-1.9696859121322632
map,-110.26992613077164,127.50107194809243,-1.95864999294281
map,-109.79100614786148,127.43217851547524,-1.9490150213241577
map,-109.30991941690445,127.35380937485024,-1.9429377317428589
map,-108.82617765665054,127.27014543442056,-1.9407943487167358
map,-108.33994108438492,127.17972947983071,-1.9441684484481812
map,-107.8523159623146,127.0811195555143,-1.9549051523208618
map,-107.36359983682632,126.97652055649087,-1.964471459388733
map,-106.87457090616226,126.86789323715493,-1.9690223932266235
map,-106.38524442911148,126.75686265854165,-1.971793532371521
map,-105.89572721719742,126.64285661606118,-1.9780503511428833
map,-105.40701109170914,126.52592851547524,-1.9849311113357544
map,-104.92134672403336,126.40373613266274,-1.9906114339828491
map,-104.43631559610367,126.28112413315102,-1.9945036172866821
map,-103.9503384232521,126.16789628891274,-1.9932209253311157
map,-103.46508604288101,126.05765153793618,-1.9911960363388062
map,-102.98042112588882,125.9476204100065,-1.9944223165512085
map,-102.49667173624039,125.84020616440102,-1.998149037361145
map,-102.01324278116226,125.73946000961587,-2.003113865852356
map,-101.52971464395523,125.65102769760415,-2.0098170042037964
map,-101.04743772745132,125.57197191147134,-2.010748267173767
map,-100.56724363565445,125.49847032455727,-2.0104037523269653
map,-100.08859831094742,125.43440629867837,-2.0107463598251343
map,-99.61252409219742,125.3839988890104,-2.008581280708313
map,-99.1397915482521,125.34518815902993,-2.0074602365493774
map,-98.67086607217789,125.31753923324868,-2.0083895921707153
map,-98.20589262247086,125.3013572874479,-2.010268807411194
map,-97.74548918008804,125.2960090818815,-2.0147053003311157
map,-97.28999143838882,125.30152513412759,-2.019684672355652
map,-96.83872801065445,125.31848527817056,-2.0212665796279907
map,-96.3927441239357,125.35086442856118,-2.0215386152267456
map,-95.95207792520523,125.40053178695962,-2.023736834526062
map,-95.51484495401382,125.46403886703774,-2.0249465703964233
map,-95.08192259073257,125.54233171371743,-2.023309350013733
map,-94.65383726358414,125.6356849852018,-2.0208295583724976
map,-94.23005491495132,125.74235917953774,-2.0194720029830933
map,-93.8122768998146,125.86787797836587,-2.019126772880554
map,-93.40036588907242,126.00812913803384,-2.020574927330017
map,-92.99322324991226,126.16145707992837,-2.019891858100891
map,-92.5930386185646,126.33200456527993,-2.0212687253952026
map,-92.20007139444351,126.51984788803384,-2.024056077003479
map,-91.81339079141617,126.7216453733854,-2.0248178243637085
map,-91.43541532754898,126.94104387192056,-2.0256019830703735
map,-91.0658169388771,127.17649461654946,-2.0265170335769653
map,-90.70410734415054,127.42622758774087,-2.027323842048645
map,-90.35183531045914,127.6907844725065,-2.025601029396057
map,-90.00932890176773,127.96963121322915,-2.0238126516342163
map,-89.67790800333023,128.26306535629556,-2.0212045907974243
map,-89.35806089639664,128.57077409652993,-2.0212987661361694
map,-89.05025297403336,128.89180375961587,-2.021751284599304
map,-88.75516325235367,129.22563554672524,-2.0223828554153442
map,-88.47620207071304,129.57315446762368,-2.0234440565109253
map,-88.2125454545021,129.93271257309243,-2.024041771888733
map,-87.96318632364273,130.30134965805337,-2.0234636068344116
map,-87.73036009073257,130.67944719223306,-2.023086428642273
map,-87.51301389932632,131.06538774399087,-2.0225239992141724
map,-87.31304746866226,131.4586067381315,-2.0206981897354126
map,-87.13195616006851,131.85878374008462,-2.019382357597351
map,-86.9678402543068,132.26469804672524,-2.0182729959487915
map,-86.82051664590836,132.6751594725065,-2.0159541368484497
map,-86.6920834183693,133.09001542953774,-2.014104723930359
map,-86.58166319131851,133.50856401352212,-2.012531876564026
map,-86.48939329385757,133.93017961410806,-2.010127902030945
map,-86.41385465860367,134.35422136215493,-2.0076299905776978
map,-86.3568554520607,134.779773730319,-2.0052143335342407
map,-86.31827360391617,135.20682145981118,-2.004581570625305
map,-86.29814726114273,135.63452531723306,-2.0063408613204956
map,-86.29599577188492,136.06229020981118,-2.0064746141433716
map,-86.30972868204117,136.48967363266274,-2.0034373998641968
map,-86.33991819620132,136.91672136215493,-2.0018075704574585
map,-86.38925749063492,137.3419075193815,-2.002806305885315
map,-86.45567137002945,137.76498796371743,-2.0028973817825317
map,-86.5412808060646,138.18506242660806,-2.002998948097229
map,-86.64542204141617,138.60214616684243,-2.0033310651779175
map,-86.76427274942398,139.0167885008268,-2.0032728910446167
map,-86.89916044473648,139.42757036117837,-2.0022071599960327
map,-87.05081754922867,139.83317949203774,-1.9996076822280884
map,-87.21812254190445,140.23357011703774,-1.9971483945846558
map,-87.40106016397476,140.62843706039712,-1.9970051050186157
map,-87.6004086136818,141.0169105711393,-2.0028454065322876
map,-87.81307798624039,141.39897539047524,-2.0076178312301636
map,-88.0390072464943,141.77341081527993,-2.0055397748947144
map,-88.27862364053726,142.13769914535806,-1.9996939897537231
map,-88.53092008829117,142.49245073227212,-1.9986752271652222
map,-88.79582792520523,142.83699418930337,-2.000409722328186
map,-89.07172971963882,143.17123796371743,-2.001367449760437
map,-89.3579769730568,143.4948158445768,-1.9982432126998901
map,-89.65504270792007,143.8062629881315,-1.9944313764572144
map,-89.96384245157242,144.10409929184243,-1.9953984022140503
map,-90.28247648477554,144.38913347152993,-1.9988807439804077
map,-90.60989958047867,144.66176225570962,-2.0006827116012573
map,-90.94714933633804,144.92036821274087,-1.9996999502182007
map,-91.29393583536148,145.16533281235024,-1.9974249601364136
map,-91.6488247513771,145.39621354965493,-1.9960576295852661
map,-92.0107632279396,145.61342241195962,-1.9939764738082886
map,-92.37838560342789,145.81851579574868,-1.9904812574386597
map,-92.75267606973648,146.00795366195962,-1.9846090078353882
map,-93.13390165567398,146.18153764633462,-1.9840081930160522
map,-93.52134519815445,146.3394203367643,-1.986507773399353
map,-93.91504484415054,146.4811439695768,-1.988573670387268
map,-94.31458097696304,146.6050911131315,-1.9902952909469604
map,-94.7189388871193,146.71333696274087,-1.9885963201522827
map,-95.12866789102554,146.80820085434243,-1.9870978593826294
map,-95.54294401407242,146.88623430160806,-1.9858256578445435
map,-95.96139341592789,146.944812792819,-1.9860330820083618
map,-96.3827343583107,146.98573686508462,-1.987439513206482
map,-96.80645567178726,147.0083656492643,-1.9858697652816772
map,-97.2318554520607,147.01320268539712,-1.9829562902450562
map,-97.6585903763771,147.00143815902993,-1.9836543798446655
map,-98.08517271280289,146.96986772445962,-1.9843841791152954
map,-98.51143461465836,146.920642870944,-1.9847606420516968
map,-98.93600279092789,146.8526039305143,-1.985967755317688
map,-99.3562679886818,146.765369433444,-1.9867562055587769
map,-99.77359586954117,146.66040422348306,-1.9866029024124146
map,-100.18698698282242,146.53589250473306,-1.987000584602356
map,-100.59529691934586,146.39278032211587,-1.9889847040176392
map,-100.9988003373146,146.23386003402993,-1.9905871152877808
map,-101.39599424600601,146.05632402328774,-1.9925345182418823
map,-101.78557401895523,145.85963823227212,-1.9944580793380737
map,-102.1665478348732,145.64543535141274,-1.994850993156433
map,-102.54023557901382,145.4160804930143,-1.9949671030044556
map,-102.90479856729507,145.1701088133268,-1.995165467262268
map,-103.25826078653336,144.9083137693815,-1.9975634813308716
map,-103.6007290482521,144.63130571274087,-2.001017451286316
map,-103.93143278360367,144.33964921860024,-2.000604033470154
map,-104.24971586465836,144.03311540512368,-2.0002931356430054
map,-104.5562954545021,143.71370317367837,-1.9985030889511108
map,-104.85022550821304,143.38216020492837,-1.9983819723129272
map,-105.13073545694351,143.03992082504556,-1.9970682859420776
map,-105.3952084183693,142.686756152194,-1.9951859712600708
map,-105.64273649454117,142.32307817367837,-1.994900107383728
map,-105.87595945596695,141.95076372055337,-1.9979497194290161
map,-106.09510618448257,141.5711097898893,-1.9999505281448364
map,-106.29966551065445,141.18458940414712,-2.001834273338318
map,-106.48725706338882,140.79114152817056,-2.003046154975891
map,-106.65633970499039,140.39111711410806,-2.0041743516921997
map,-106.80964475870132,139.9871711912565,-2.001963257789612
map,-106.94754606485367,139.57947160629556,-1.9976593255996704
map,-107.07061582803726,139.16826249985024,-1.9927903413772583
map,-107.17813688516617,138.75415422348306,-1.9873825311660767
map,-107.26872831583023,138.3370247068815,-1.9820562601089478
map,-107.3416958451271,137.9173469725065,-1.9762316942214966
map,-107.3976498246193,137.49562456039712,-1.9716497659683228
map,-107.43795591592789,137.07271196274087,-1.9656857252120972
map,-107.46141630411148,136.64902116684243,-1.9613946676254272
map,-107.4708462357521,136.22534562973306,-1.9569560289382935
map,-107.46470457315445,135.80196000961587,-1.9534817934036255
map,-107.4394970536232,135.3793373289518,-1.9544910192489624
map,-107.39888578653336,134.95805742172524,-1.9551752805709839
map,-107.34250456094742,134.53889848617837,-1.9531790018081665
map,-107.26830106973648,134.12280656723306,-1.9502314329147339
map,-107.1770229935646,133.71062089828774,-1.9485901594161987
map,-107.07197386026382,133.3024330320768,-1.9482017755508423
map,-106.9514370560646,132.898914355319,-1.9456623792648315
map,-106.81267362833023,132.50139238266274,-1.9426833391189575
map,-106.65585905313492,132.1099281492643,-1.9423567056655884
map,-106.4836636185646,131.72342302231118,-1.9421604871749878
map,-106.29803282022476,131.34321977524087,-1.9387480020523071
map,-106.09752470254898,130.97043229965493,-1.9309161901474
map,-105.88149839639664,130.60588457016274,-1.9253658056259155
map,-105.64998441934586,130.25020219711587,-1.9255813360214233
map,-105.40360075235367,129.90369035629556,-1.9328285455703735
map,-105.1433544754982,129.567127245944,-1.9423362016677856
map,-104.86833769083023,129.2418861570768,-1.9482637643814087
map,-104.58062559366226,128.9283333006315,-1.9467853307724
map,-104.28143125772476,128.62533952621743,-1.946720004081726
map,-103.97149473428726,128.33354570297524,-1.947034478187561
map,-103.65083891153336,128.0540199461393,-1.9443131685256958
map,-103.31851011514664,127.78874589828774,-1.9421252012252808
map,-102.97389036417007,127.54064561752602,-1.9423879384994507
map,-102.62003141641617,127.30778123764321,-1.9376722574234009
map,-102.2583447098732,127.08881761459634,-1.9282130002975464
map,-101.88773161172867,126.88587572006509,-1.917514443397522
map,-101.51033598184586,126.69485856918618,-1.9149454832077026
map,-101.1256771683693,126.51893999008462,-1.9142907857894897
map,-100.73318296670914,126.36207200912759,-1.9106501340866089
map,-100.33455473184586,126.22145463852212,-1.9054945707321167
map,-99.93018919229507,126.09717943100259,-1.901976466178894
map,-99.5211849808693,125.98867418197915,-1.898123860359192
map,-99.1074658036232,125.89731981186196,-1.8949657678604126
map,-98.6898861527443,125.82325364975259,-1.895318865776062
map,-98.26920133829117,125.76694871811196,-1.8965469598770142
map,-97.8469906449318,125.72680284408852,-1.897314429283142
map,-97.4232388138771,125.70277025131509,-1.899114966392517
map,-96.9987011551857,125.69668199447915,-1.8993560075759888
map,-96.5745068192482,125.7078285398893,-1.898781418800354
map,-96.15173155069351,125.73936082748696,-1.8989266157150269
map,-95.7304134964943,125.7903480711393,-1.9002586603164673
map,-95.31097227334976,125.85760118393227,-1.8983036279678345
map,-94.89443784952164,125.94357683090493,-1.8954190015792847
map,-94.48149687051773,126.04692460922524,-1.8935953378677368
map,-94.07327085733414,126.16711809067056,-1.8908106088638306
map,-93.67114073038101,126.3063392820768,-1.8907045125961304
map,-93.27538877725601,126.46390916733071,-1.8902052640914917
map,-92.88569456338882,126.6375160398893,-1.8898597955703735
map,-92.50269895792007,126.82754899887368,-1.8913897275924683
map,-92.12820249795914,127.03338243393227,-1.892495036125183
map,-91.76291471719742,127.25314714340493,-1.8921040296554565
map,-91.40941435098648,127.4887352171354,-1.8919984102249146
map,-91.06753355264664,127.73789598373696,-1.893804669380188
map,-90.73605161905289,127.99822618393227,-1.8926502466201782
map,-90.41702085733414,128.27016069320962,-1.8899515867233276
map,-90.11133390665054,128.55391313461587,-1.8888243436813354
map,-89.81933408975601,128.8489875975065,-1.8879157304763794
map,-89.54047971963882,129.15504838852212,-1.8895045518875122
map,-89.27499967813492,129.47156145004556,-1.8915406465530396
map,-89.02285581827164,129.7981605711393,-1.8944021463394165
map,-88.78404051065445,130.1341438475065,-1.8965293169021606
map,-88.5590038895607,130.47856523422524,-1.8967541456222534
map,-88.3485775589943,130.83182145981118,-1.8972710371017456
map,-88.15331083536148,131.19284440902993,-1.8971511125564575
map,-87.97156339883804,131.56050493149087,-1.897426962852478
map,-87.80603605508804,131.93486406235024,-1.8968833684921265
map,-87.65452390909195,132.31503679184243,-1.8957222700119019
map,-87.51819425821304,132.7005500975065,-1.8953922986984253
map,-87.39831358194351,133.09122087387368,-1.893635630607605
map,-87.29510313272476,133.48662187485024,-1.8929256200790405
map,-87.2060757279396,133.8854408445768,-1.8934584856033325
map,-87.13026243448257,134.2869301023893,-1.8907934427261353
map,-87.06869322061539,134.69083024887368,-1.8860069513320923
map,-87.02346616983414,135.09682084945962,-1.8834539651870728
map,-86.99432188272476,135.50400163559243,-1.882625937461853
map,-86.98262602090836,135.91101457504556,-1.8845185041427612
map,-86.9867611527443,136.31851579574868,-1.8848439455032349
map,-87.00543028116226,136.72583391098306,-1.8833361864089966
map,-87.0374966263771,137.1329231443815,-1.8835495710372925
map,-87.08535581827164,137.53850175766274,-1.8840888738632202
map,-87.15034300088882,137.9417152586393,-1.8855055570602417
map,-87.23220640420914,138.3425941648893,-1.8874379396438599
map,-87.3300228714943,138.74013139633462,-1.8870922327041626
map,-87.44122129678726,139.13484575180337,-1.8877612352371216
map,-87.5665722489357,139.52530290512368,-1.8855534791946411
map,-87.70702177286148,139.91064836410806,-1.8828781843185425
map,-87.86302763223648,140.28993608383462,-1.8818186521530151
map,-88.03250700235367,140.66377641586587,-1.8812605142593384
map,-88.2173519730568,141.03068925766274,-1.885902762413025
map,-88.4170132279396,141.38974382309243,-1.8886560201644897
map,-88.63023954629898,141.74087907699868,-1.8860903978347778
map,-88.85810667276382,142.08342363266274,-1.8837147951126099
map,-89.09880644083023,142.41800310043618,-1.884337306022644
map,-89.35114866495132,142.74480058578774,-1.885428786277771
map,-89.61654478311539,143.06091691879556,-1.8845707178115845
map,-89.89461332559586,143.3643684568815,-1.879876732826233
map,-90.18380552530289,143.657459277194,-1.879189133644104
map,-90.48382383584976,143.93985368637368,-1.8829737901687622
map,-90.7944775223732,144.21147539047524,-1.8861891031265259
map,-91.11571317911148,144.47055436996743,-1.8857308626174927
map,-91.44863706827164,144.71506120590493,-1.883595585823059
map,-91.79153257608414,144.94704057602212,-1.8835448026657104
map,-92.14330869913101,145.16617204574868,-1.884224534034729
map,-92.50305753946304,145.372058886569,-1.880111813545227
map,-92.87056547403336,145.56473161606118,-1.8758383989334106
map,-93.2447949051857,145.74428178695962,-1.878008484840393
map,-93.62594419717789,145.90988542465493,-1.879290223121643
map,-94.01446348428726,146.05904008774087,-1.8809095621109009
map,-94.4095669388771,146.1908607664518,-1.884437918663025
map,-94.80976682901382,146.30717851547524,-1.8850845098495483
map,-95.21461302042007,146.41057207016274,-1.8833056688308716
map,-95.62448698282242,146.4978676023893,-1.8825105428695679
map,-96.03867155313492,146.56888200668618,-1.8818610906600952
map,-96.45630460977554,146.6248207273893,-1.88296639919281
map,-96.8768520951271,146.66423417953774,-1.8836122751235962
map,-97.29942899942398,146.68918229965493,-1.8819838762283325
map,-97.72371488809586,146.69975664047524,-1.8819631338119507
map,-98.14903837442398,146.69350053695962,-1.8820759057998657
map,-98.57523161172867,146.67313005356118,-1.8826295137405396
map,-99.00169950723648,146.63661577133462,-1.8843249082565308
map,-99.42774778604507,146.58566667465493,-1.8861995935440063
map,-99.85375028848648,146.5216713133268,-1.8854702711105347
map,-100.27910429239273,146.44441606430337,-1.8849018812179565
map,-100.70334440469742,146.35637285141274,-1.8842672109603882
map,-101.1262417435646,146.25683977035806,-1.885327935218811
map,-101.54715543985367,146.14400102524087,-1.8880077600479126
map,-101.96626859903336,146.0224037352018,-1.8867944478988647
map,-102.38381773233414,145.8934211912565,-1.8834353685379028
map,-102.79826933145523,145.7523079100065,-1.8827677965164185
map,-103.20975309610367,145.60013200668618,-1.8823858499526978
map,-103.61862760782242,145.439441699069,-1.8795255422592163
map,-104.02474790811539,145.2702064695768,-1.8773971796035767
map,-104.42685514688492,145.08998491195962,-1.8753818273544312
map,-104.82464414834976,144.8992347898893,-1.874285101890564
map,-105.21947294473648,144.70088579086587,-1.8728495836257935
map,-105.61141782999039,144.49512102035806,-1.8723472356796265
map,-105.99888426065445,144.27901079086587,-1.8724983930587769
map,-106.38270384073257,144.05388261703774,-1.8712712526321411
map,-106.76396757364273,143.82239152817056,-1.8675719499588013
map,-107.14311796426773,143.5853157225065,-1.8658448457717896
map,-107.5201626420021,143.34254838852212,-1.8663734197616577
map,-107.89366728067398,143.09289934067056,-1.8690792322158813
map,-108.2637386918068,142.83705522445962,-1.8698855638504028
map,-108.6319790482521,142.57683183578774,-1.8706704378128052
map,-108.99638944864273,142.30952836899087,-1.8722392320632935
map,-109.35838896036148,142.03720476059243,-1.8746250867843628
map,-109.71761137247086,141.7604408445768,-1.875872254371643
map,-110.07268339395523,141.4785804930143,-1.873165249824524
map,-110.42374235391617,141.19302751449868,-1.8700562715530396
map,-110.77052122354507,140.9039192381315,-1.8689569234848022
map,-111.1118832230568,140.60994340805337,-1.8698261976242065
map,-111.4509487748146,140.31496049789712,-1.8699208498001099
map,-111.7863216996193,140.01767351059243,-1.8662599325180054
map,-112.11648374795914,139.7171058836393,-1.8616420030593872
map,-112.44512754678726,139.41719438461587,-1.860066294670105
map,-112.77309995889664,139.11870195297524,-1.8601197004318237
map,-113.09789091348648,138.81946184067056,-1.8705507516860962
map,-113.41802030801773,138.5172004881315,-1.8915306329727173
map,-113.73401457071304,138.2119789305143,-1.9134927988052368
map,-114.04878813028336,137.90736772445962,-1.930904746055603
map,-114.3630581498146,137.60376359848306,-1.9474290609359741
map,-114.6774120926857,137.3020668211393,-1.963344693183899
map,-114.98997312784195,137.0009193602018,-1.9772409200668335
map,-115.3006802201271,136.70003129867837,-1.9910918474197388
map,-115.61020475625992,136.40047075180337,-2.007555842399597
map,-115.91892057657242,136.10222246078774,-2.0226086378097534
map,-116.22486692667007,135.80388261703774,-2.0372103452682495
map,-116.52845579385757,135.50566484360024,-2.0517979860305786
map,-116.82969480752945,135.208240527194,-2.0652652978897095
map,-117.12964445352554,134.91281511215493,-2.0790408849716187
map,-117.4274349808693,134.61844255356118,-2.0917240381240845
map,-117.72195249795914,134.32341386703774,-2.103532910346985
map,-118.01243406534195,134.02791215805337,-2.1161104440689087
map,-118.3005810379982,133.73303605942056,-2.1287213563919067
map,-118.58733183145523,133.439929980319,-2.139788508415222
map,-118.87192350625992,133.14802934555337,-2.1488176584243774
map,-119.15335661172867,132.85608293442056,-2.155596613883972
map,-119.43104368448257,132.56283952621743,-2.1707805395126343
map,-119.7078304886818,132.2717933836393,-2.1856554746627808
map,-119.98347288370132,131.98242570785806,-2.194935917854309
map,-120.25478941202164,131.69215776352212,-2.204126000404358
map,-120.52325254678726,131.4017219725065,-2.215941309928894
map,-120.78964811563492,131.1118812742643,-2.2291256189346313
map,-121.05467802286148,130.82309343246743,-2.246019721031189
map,-121.31837278604507,130.53613664535806,-2.2598131895065308
map,-121.57907682657242,130.25088884262368,-2.2690078020095825
map,-121.83581358194351,129.96680070785806,-2.2781940698623657
map,-122.0882778763771,129.68465043930337,-2.2867554426193237
map,-122.3382015824318,129.4066810789518,-2.2981327772140503
map,-122.5853710770607,129.13406755356118,-2.3089100122451782
map,-122.82748228311539,128.86557390121743,-2.3170872926712036
map,-123.06308561563492,128.60168840317056,-2.326809048652649
map,-123.29333311319351,128.34415056137368,-2.335301995277405
map,-123.5189648270607,128.09277727035806,-2.3428133726119995
map,-123.74151426553726,127.84961320785806,-2.3516234159469604
map,-123.95908933877945,127.6110496702604,-2.361596703529358
map,-124.16943937540054,127.37817766098306,-2.369132876396179
map,-124.37228971719742,127.1509437742643,-2.377449631690979
map,-124.56811338663101,126.93002702621743,-2.3898614645004272
map,-124.76038175821304,126.71814348129556,-2.397530198097229
map,-124.94701200723648,126.51445390610024,-2.404279112815857
map,-125.1280956864357,126.31807329086587,-2.4163507223129272
map,-125.30518919229507,126.12797166733071,-2.4300025701522827
map,-125.47422605752945,125.94137956527993,-2.4394181966781616
map,-125.63747984170914,125.7593422117643,-2.4494274854660034
