segment,E,N,U
map,-146.97014433145523,101.26631547836587,-2.988829016685486
map,-147.34323698282242,100.84711839584634,-2.996242880821228
map,-147.71524626016617,100.42630388168618,-3.0030540227890015
map,-148.0870571732521,100.00367357162759,-3.0084203481674194
map,-148.45999723672867,99.58127977279946,-3.0131396055221558
map,-148.83481413125992,99.15966417221352,-3.024896502494812
map,-149.20879179239273,98.73694230942056,-3.0334123373031616
map,-149.58225065469742,98.3138084593229,-3.0403565168380737
map,-149.9561215043068,97.89131547836587,-3.049019694328308
map,-150.32979398965836,97.46986772445962,-3.0529202222824097
map,-150.70213896036148,97.05036546615884,-3.0557984113693237
map,-151.07320219278336,96.63362504867837,-3.059684157371521
map,-151.43872648477554,96.21760942367837,-3.0646837949752808
map,-151.80164152383804,95.803211230319,-3.0689738988876343
map,-152.16438871622086,95.39213182358071,-3.0729655027389526
map,-152.52666288614273,94.98255540756509,-3.075796961784363
map,-152.88675504922867,94.57264329819009,-3.076440215110779
map,-153.24576383829117,94.16328813461587,-3.078731894493103
map,-153.60594755411148,93.75644304184243,-3.085409998893738
map,-153.96629911661148,93.3513832273893,-3.0924166440963745
map,-154.32541471719742,92.94658281235024,-3.09608256816864
map,-154.68367582559586,92.5423240843229,-3.0998867750167847
map,-155.04099088907242,92.1395149412565,-3.1002553701400757
map,-155.39978605508804,91.7406654539518,-3.096181273460388
map,-155.75839811563492,91.343250292819,-3.0927966833114624
map,-156.11459928750992,90.94652940658852,-3.0911887884140015
map,-156.46921354532242,90.55207445053384,-3.0873712301254272
map,-156.82134062051773,90.15880968002602,-3.082548499107361
map,-157.17053800821304,89.76772691635415,-3.0771220922470093
map,-157.51689726114273,89.38016893295571,-3.0749939680099487
map,-157.8608608841896,88.99755479721352,-3.070821166038513
map,-158.20162016153336,88.61960985092446,-3.063094973564148
map,-158.53955656290054,88.24617387680337,-3.055380702018738
map,-158.87303739786148,87.87673570541665,-3.0507835149765015
map,-159.20175749063492,87.51149370102212,-3.043676733970642
map,-159.52632719278336,87.1488914671354,-3.033873438835144
map,-159.84898954629898,86.78979112533852,-3.023501753807068
map,-160.17105680704117,86.43485643295571,-3.0159939527511597
map,-160.49141508340836,86.08220292953774,-3.0104411840438843
map,-160.8088589310646,85.73084642319009,-3.0029462575912476
map,-161.12460905313492,85.38047410873696,-2.9944289922714233
map,-161.44006925821304,85.03174974350259,-2.985984206199646
map,-161.75525480508804,84.68373491195962,-2.977587103843689
map,-162.06885343790054,84.33545305160806,-2.969018816947937
map,-162.38147550821304,83.98707200912759,-2.9644097089767456
map,-162.69284635782242,83.63886644272134,-2.9609850645065308
map,-163.0047054886818,83.29125596908852,-2.959957480430603
map,-163.31746488809586,82.9442024412565,-2.958896517753601
map,-163.6301479935646,82.59624864486977,-2.9590219259262085
map,-163.94377714395523,82.24975969223306,-2.9590009450912476
map,-164.2563686966896,81.90539934067056,-2.952513098716736
map,-164.5634976029396,81.55990983871743,-2.939473032951355
